Direction,District,Elevator,Floor,Garden,Id,Layout,Price,Region,Renovation,Size,UnitPrice,Year
南北,滨河西区,板楼,6,门头沟月季园,101111270386,2室1厅, 225万,门头沟,简装,65.0,"34,164元/平",1991
南北,城子,板楼,6,城子西街1号院,101107647792,2室1厅, 290万,门头沟,其他,87.0,"33,023元/平",2005
南北,大峪,板楼,6,桃园小区,101113164172,2室2厅, 251万,门头沟,精装,87.0,"28,765元/平",2000
南北,门头沟其它,板楼,6,惠泽家园,101111718721,2室1厅, 260万,门头沟,简装,86.0,"29,948元/平",2010
南北,门头沟其它,板楼,6,惠泽家园,101111590651,2室1厅, 206万,门头沟,简装,69.0,"29,795元/平",2011
南,门头沟其它,板楼,18,惠通新苑,101112524826,2室1厅, 168万,门头沟,简装,75.0,"22,395元/平",2015
东西,滨河西区,板楼,6,石龙北路20号院,101112832800,2室1厅, 249万,门头沟,简装,81.0,"30,478元/平",1995
南北,门头沟其它,板楼,6,惠泽家园,101110915704,2室1厅, 225万,门头沟,简装,66.0,"33,896元/平",2011
南北,城子,板楼,6,向阳东里,101112751635,3室1厅, 255万,门头沟,精装,68.0,"36,984元/平",1990
南,冯村,板楼,28,润景公馆,101111607989,1室1厅, 295万,门头沟,精装,74.0,"39,502元/平",2012
南,冯村,板塔结合,26,丽景长安,101111784607,2室1厅, 395万,门头沟,简装,88.0,"44,467元/平",2014
南北,大峪,板楼,6,大峪南路,101112336664,2室1厅, 220万,门头沟,简装,59.0,"36,994元/平",1994
南,大峪,塔楼,27,门头沟京汉铂寓,101111664085,2室1厅, 390万,门头沟,精装,87.0,"44,445元/平",2015
南北,滨河西区,板楼,7,德露苑,101112913058,2室1厅, 275万,门头沟,简装,86.0,"31,848元/平",1999
南北,滨河西区,板楼,6,新桥南大街,101111870195,2室1厅, 214.5万,门头沟,简装,56.0,"38,019元/平",1991
南,门头沟其它,板楼,6,军庄杨坨小区,101113144077,2室1厅, 143万,门头沟,简装,50.0,"28,211元/平",1981
南北,门头沟其它,板楼,18,惠通新苑,101112985434,2室1厅, 170万,门头沟,其他,77.0,"22,013元/平",2015
东西,大峪,板楼,6,新桥路小区,101110131489,2室1厅, 178万,门头沟,简装,60.0,"29,373元/平",1992
南北,上岸地铁,板塔结合,26,电建金地华宸,101112842809,3室2厅, 850万,门头沟,精装,118.0,"71,821元/平",2019
南北,上岸地铁,板楼,23,万科翡翠长安,101112159684,4室1厅, 739万,门头沟,精装,130.0,"56,430元/平",2019
南北,上岸地铁,板塔结合,26,电建金地华宸,101112348409,4室2厅, 878万,门头沟,精装,143.0,"61,313元/平",2019
东南北,上岸地铁,板塔结合,25,绿城西山燕庐,101110482341,3室2厅, 698万,门头沟,精装,111.0,"62,378元/平",2019
南西北,城子,板楼,15,西山御园,101113077910,4室2厅, 1296万,门头沟,其他,202.0,"63,944元/平",2015
东西,城子,板楼,6,向东楼小区,101111353489,3室1厅, 245万,门头沟,简装,75.0,"32,533元/平",1986
南北,上岸地铁,板楼,25,万科翡翠长安,101109643507,4室2厅, 850万,门头沟,精装,139.0,"60,867元/平",2018
西北,大峪,塔楼,24,新桥家园,101112920665,1室1厅, 270万,门头沟,精装,84.0,"31,773元/平",2003
南北,大峪,板楼,6,新桥路小区,101112542327,2室1厅, 200万,门头沟,简装,63.0,"31,711元/平",1992
南北,门头沟其它,板楼,6,中门寺39号院,101112005138,2室1厅, 213万,门头沟,简装,75.0,"28,134元/平",2002
南北,城子,板楼,6,城子西七棵树90号院,101112973033,2室1厅, 226万,门头沟,简装,72.0,"31,032元/平",2007
南,滨河西区,板楼,6,绮霞苑,101111505788,2室1厅, 309万,门头沟,精装,70.0,"43,818元/平",2002
南北,门头沟其它,板楼,6,惠泽家园,101112848718,1室1厅, 195万,门头沟,精装,65.0,"29,708元/平",2012
南北,大峪,板楼,6,黑山北小街4号院,101112413515,2室1厅, 197万,门头沟,简装,54.0,"36,388元/平",1988
东西,滨河西区,板楼,6,皓月园,101112975675,1室1厅, 245万,门头沟,简装,59.0,"41,484元/平",2005
南北,城子,板楼,6,城子大街132号院,101113077275,2室1厅, 259万,门头沟,简装,79.0,"32,686元/平",2002
东西,门头沟其它,板楼,4,滨河楼小区,101111823348,2室1厅, 161万,门头沟,简装,66.0,"24,073元/平",1982
南北,门头沟其它,板楼,4,中门寺街67号院,101110785127,2室1厅, 249万,门头沟,精装,78.0,"31,696元/平",2003
南北,门头沟其它,板楼,18,惠通新苑,101112881417,2室1厅, 220万,门头沟,其他,78.0,"27,916元/平",2015
南,城子,板楼,6,龙泉花园,101111032835,1室1厅, 199万,门头沟,简装,48.0,"40,998元/平",1996
南北,大峪,板楼,6,新桥路小区,101112347669,2室1厅, 185万,门头沟,精装,47.0,"38,793元/平",1993
南北,滨河西区,板楼,6,永兴小区,101112765465,2室1厅, 243万,门头沟,简装,75.0,"32,280元/平",1996
南,城子,板楼,6,新桥大街52号院,101112723558,1室1厅, 179万,门头沟,精装,41.0,"43,185元/平",1985
南北,上岸地铁,板楼,27,梧桐苑栖凤园,101113206222,3室1厅, 435万,门头沟,精装,89.0,"48,609元/平",2013
南北,大峪,板楼,6,大峪南路,101112013781,2室1厅, 195万,门头沟,简装,57.0,"33,872元/平",1991
南北,门头沟其它,板楼,6,惠泽家园,101109692015,2室1厅, 253万,门头沟,毛坯,81.0,"30,914元/平",2010
南北,大峪,板楼,6,新桥路小区,101112093012,2室1厅, 202万,门头沟,简装,59.0,"33,729元/平",1992
南北,城子,板楼,5,矿桥东街,101113098657,2室1厅, 215万,门头沟,精装,56.0,"37,899元/平",1980
西南北,城子,塔楼,6,向阳东里,101112774869,2室1厅, 158万,门头沟,简装,57.0,"27,584元/平",1997
南,城子,板楼,6,城子二斜井,101109828717,1室1厅, 156万,门头沟,其他,41.0,"37,330元/平",1980
南北,门头沟其它,板楼,14,惠通新苑,101110990065,2室1厅, 220万,门头沟,精装,79.0,"27,538元/平",2015
南北,门头沟其它,板楼,6,中门寺街67号院,101111192551,2室1厅, 240万,门头沟,简装,85.0,"28,133元/平",2003
南北,门头沟其它,板楼,6,中门寺街67号院,101113017047,2室1厅, 235万,门头沟,简装,76.0,"30,917元/平",2001
南北,城子,板楼,6,龙泉花园,101112852676,2室1厅, 225万,门头沟,精装,64.0,"34,966元/平",1996
南北,门头沟其它,板楼,6,中门花园良实家园,101112375100,2室1厅, 288万,门头沟,简装,89.0,"32,057元/平",2003
东南西,滨河西区,板楼,16,霁月园,101112201872,2室1厅, 328万,门头沟,精装,88.0,"37,269元/平",2006
南,城子,板楼,6,城子二斜井,101112813690,1室1厅, 149万,门头沟,其他,41.0,"36,087元/平",1980
南,滨河西区,板楼,5,双峪路小区,101112244890,2室1厅, 178万,门头沟,精装,50.0,"35,339元/平",1980
南北,大峪,板楼,6,峪园小区,101112869619,2室1厅, 225万,门头沟,精装,63.0,"35,383元/平",1990
南北,大峪,板楼,6,惠民家园,101112311647,2室1厅, 262万,门头沟,精装,66.0,"39,429元/平",2011
南,门头沟其它,板楼,15,王平大街东路17号院,101112737185,2室1厅, 105万,门头沟,精装,74.0,"14,034元/平",2011
南,门头沟其它,板楼,6,军庄杨坨小区,101113069121,2室1厅, 143万,门头沟,精装,36.0,"39,536元/平",1981
南北,冯村,板塔结合,26,丽景长安,101111391827,2室1厅, 410万,门头沟,精装,91.0,"44,653元/平",2014
东北,滨河西区,板楼,6,双峪路小区,101112675433,2室1厅, 208万,门头沟,毛坯,62.0,"33,425元/平",1991
南北,门头沟其它,板楼,6,中门寺街67号院,101111022634,2室1厅, 225万,门头沟,精装,76.0,"29,497元/平",2001
南北,大峪,板楼,6,新桥路小区,101112523267,2室1厅, 203万,门头沟,简装,55.0,"36,756元/平",1992
南北,大峪,板楼,6,新桥大街39号院,101112554093,2室1厅, 215万,门头沟,简装,64.0,"33,521元/平",1995
南北,门头沟其它,板楼,6,中门寺街67号院,101113174823,2室1厅, 260万,门头沟,精装,86.0,"29,892元/平",2003
南,大峪,板楼,6,新桥路小区,101112852933,1室1厅, 180万,门头沟,简装,47.0,"38,225元/平",1994
南北,门头沟其它,板楼,6,中门寺街67号院,101113117813,2室2厅, 253万,门头沟,精装,76.0,"33,286元/平",2001
南北,大峪,板楼,6,新桥路小区,101112883269,2室1厅, 205万,门头沟,简装,60.0,"33,818元/平",1992
南北,门头沟其它,板楼,6,惠泽家园,101112530550,2室1厅, 258万,门头沟,精装,89.0,"28,966元/平",2012
东西,门头沟其它,板楼,6,中门寺街6号院,101112531749,2室1厅, 200万,门头沟,简装,63.0,"31,596元/平",2000
南,滨河西区,板楼,6,门头沟月季园,101111385882,2室1厅, 204万,门头沟,简装,62.0,"32,614元/平",1989
南北,滨河西区,板楼,18,临镜苑,101111764914,2室2厅, 369万,门头沟,精装,92.0,"40,066元/平",2008
南北,门头沟其它,板楼,18,惠通新苑,101112511795,2室1厅, 182万,门头沟,精装,77.0,"23,493元/平",2015
南北,门头沟其它,板楼,18,惠通新苑,101111144425,2室1厅, 175万,门头沟,简装,76.0,"22,754元/平",2015
南北,大峪,板楼,6,桃园小区,101112812438,2室1厅, 219万,门头沟,简装,82.0,"26,536元/平",2000
东西,大峪,板楼,6,新桥路小区,101112502682,2室1厅, 230万,门头沟,其他,63.0,"36,011元/平",1992
南,门头沟其它,板楼,6,惠泽家园,101112969678,1室1厅, 189万,门头沟,简装,55.0,"34,018元/平",2010
南北,门头沟其它,板楼,4,中门寺街67号院,101112449217,2室1厅, 208万,门头沟,简装,68.0,"30,251元/平",2003
南北,门头沟其它,板楼,4,中门寺街67号院,101112256101,2室1厅, 233万,门头沟,精装,88.0,"26,266元/平",2003
南北,大峪,板楼,6,新桥路小区,101110935335,2室1厅, 171万,门头沟,简装,49.0,"34,490元/平",1992
南北,滨河西区,板楼,6,绮霞苑,101113071193,2室1厅, 335万,门头沟,简装,77.0,"43,037元/平",2002
南北,大峪,板楼,6,新桥南大街23号院,101112860655,2室1厅, 209万,门头沟,精装,58.0,"35,917元/平",1980
南,大峪,板楼,6,惠民家园,101109919404,1室1厅, 183万,门头沟,简装,47.0,"38,181元/平",2010
南北,城子,板楼,6,向阳楼,101112632768,2室1厅, 188万,门头沟,简装,52.0,"35,803元/平",1980
东西,城子,板楼,6,城子西七棵树90号院,101110557062,2室2厅, 245万,门头沟,简装,76.0,"32,170元/平",2007
南,上岸地铁,板楼,24,梧桐苑栖凤园,101111861279,2室1厅, 373万,门头沟,精装,83.0,"44,426元/平",2013
南北,城子,板楼,5,七棵树东大街120号院,101112974542,2室1厅, 255万,门头沟,简装,84.0,"30,217元/平",2004
东,城子,板楼,6,向东楼小区,101110290267,1室1厅, 177.8万,门头沟,精装,42.0,"41,816元/平",1986
南北,大峪,板楼,6,桃园小区,101113076426,2室1厅, 253万,门头沟,精装,87.0,"28,994元/平",2000
南北,冯村,板塔结合,23,丽景长安,101112434365,2室1厅, 405万,门头沟,精装,91.0,"44,065元/平",2014
东南北,大峪,板楼,5,大峪南路,101112673242,2室1厅, 198万,门头沟,精装,49.0,"40,253元/平",1993
西南,滨河西区,板楼,6,绮霞苑,101112638846,2室1厅, 278万,门头沟,简装,65.0,"42,359元/平",2003
东西南,滨河西区,板楼,16,霁月园,101111725647,2室1厅, 390万,门头沟,精装,87.0,"44,720元/平",2006
南北,城子,板楼,6,龙泉花园,101110529389,2室1厅, 379万,门头沟,其他,90.0,"42,000元/平",1996
南北,城子,板楼,6,城子二斜井,101111361972,2室1厅, 187万,门头沟,其他,57.0,"32,398元/平",1995
南,滨河西区,板楼,5,双峪路小区,101112734841,2室1厅, 179万,门头沟,精装,50.0,"35,538元/平",1980
南,滨河西区,板楼,6,门头沟月季园,101112496752,1室1厅, 197万,门头沟,精装,42.0,"46,772元/平",1992
南,大峪,板楼,6,峪园小区,101113151780,2室1厅, 195万,门头沟,精装,40.0,"48,750元/平",1985
南,城子,板楼,6,向东楼小区,101111945304,2室1厅, 182万,门头沟,简装,38.0,"47,078元/平",1985
南,门头沟其它,板楼,6,惠泽家园,101113074314,2室1厅, 228万,门头沟,简装,68.0,"33,212元/平",2011
南北,城子,板楼,6,和平路33号院,101109894030,2室1厅, 235万,门头沟,简装,67.0,"34,779元/平",1995
南北,城子,板楼,5,七棵树东大街120号院,101112721977,2室1厅, 267万,门头沟,简装,84.0,"31,524元/平",2002
南北,城子,板楼,6,桥东街小区,101112993892,2室1厅, 246万,门头沟,其他,67.0,"36,575元/平",1993
南北,大峪,板楼,6,峪园小区,101112901597,2室1厅, 230万,门头沟,精装,97.0,"23,627元/平",1996
南,大峪,板楼,6,增产路,101113021269,2室1厅, 206万,门头沟,精装,62.0,"33,082元/平",2000
南北,大峪,板楼,7,黑山东街,101112880038,2室1厅, 226万,门头沟,精装,56.0,"39,768元/平",1994
南,大峪,板楼,21,惠民家园,101112341207,2室1厅, 215万,门头沟,简装,60.0,"35,444元/平",2012
南北,门头沟其它,板楼,6,惠泽家园,101112675800,2室1厅, 246万,门头沟,精装,84.0,"29,099元/平",2011
北南,城子,板楼,6,城子大街132号院,101112643214,2室1厅, 290万,门头沟,其他,80.0,"36,223元/平",2002
南北,大峪,板楼,7,黑山东街,101110951860,2室1厅, 210万,门头沟,简装,56.0,"36,953元/平",1994
南北,门头沟其它,板楼,18,惠通新苑,101112603121,2室1厅, 190万,门头沟,简装,78.0,"24,331元/平",2015
南北,滨河西区,板楼,6,门头沟月季园,101112959604,2室1厅, 272万,门头沟,简装,87.0,"30,913元/平",1995
南北,滨河西区,板楼,6,门头沟月季园,101112939428,2室1厅, 230万,门头沟,精装,68.0,"33,685元/平",1991
东,滨河西区,板楼,6,霁月园,101112884619,1室1厅, 219万,门头沟,精装,57.0,"38,408元/平",2006
南,大峪,板楼,6,永新小区,101111283804,1室1厅, 175万,门头沟,精装,45.0,"38,555元/平",1993
南北,门头沟其它,板楼,6,中门花园良实家园,101110992695,2室1厅, 289万,门头沟,其他,99.0,"29,075元/平",2000
南,大峪,板楼,6,大峪南路,101112385812,1室1厅, 160万,门头沟,简装,40.0,"39,901元/平",1985
南,滨河西区,板楼,6,门头沟月季园,101113009494,2室1厅, 233万,门头沟,精装,62.0,"37,388元/平",1989
南北,大峪,板楼,6,大峪南路,101112787024,2室1厅, 203万,门头沟,简装,55.0,"36,472元/平",1980
南北,滨河西区,板楼,18,临镜苑,101112122983,2室1厅, 423万,门头沟,简装,91.0,"46,079元/平",2008
南,大峪,板楼,4,大峪南路,101113076506,2室1厅, 149万,门头沟,简装,44.0,"33,627元/平",1979
南北,滨河西区,板楼,6,绮霞苑,101112891905,1室2厅, 252万,门头沟,简装,56.0,"44,398元/平",2002
南北,门头沟其它,板楼,6,中门寺街6号院,101111230508,2室1厅, 218万,门头沟,简装,65.0,"33,041元/平",2000
南北,门头沟其它,板楼,6,门矿西山楼,101112862532,2室1厅, 145万,门头沟,简装,55.0,"26,331元/平",1989
南北,大峪,板楼,6,峪园小区,101112875992,2室1厅, 263万,门头沟,简装,96.0,"27,232元/平",1997
南,滨河西区,板楼,6,门头沟月季园,101110723830,2室1厅, 210万,门头沟,简装,63.0,"33,286元/平",1992
南,上岸地铁,板楼,28,梧桐苑栖凤园,101111188455,2室1厅, 390万,门头沟,精装,84.0,"46,215元/平",2013
南东,城子,塔楼,6,向阳东里,101112731691,2室1厅, 246万,门头沟,精装,61.0,"40,144元/平",1998
南,滨河西区,板楼,6,永兴小区,101111346407,2室1厅, 259万,门头沟,精装,79.0,"32,608元/平",1996
东西,滨河西区,板楼,16,皓月园,101113005762,2室1厅, 380万,门头沟,简装,97.0,"38,951元/平",2005
南北,城子,板楼,6,城子二斜井,101112267953,2室1厅, 179万,门头沟,简装,53.0,"33,161元/平",1980
东西,城子,板楼,5,七棵树东大街小区,101109692625,3室1厅, 169万,门头沟,简装,63.0,"26,473元/平",1980
南,大峪,板楼,19,惠民家园,101112395845,2室1厅, 215万,门头沟,简装,63.0,"33,758元/平",2012
南,大峪,板楼,21,惠民家园,101112702989,2室1厅, 230万,门头沟,简装,62.0,"36,607元/平",2012
西,大峪,塔楼,24,新桥家园,101112397375,2室1厅, 353万,门头沟,简装,109.0,"32,229元/平",2003
南北,门头沟其它,板楼,6,惠泽家园,101112862719,2室1厅, 182万,门头沟,简装,63.0,"28,739元/平",2011
南北,门头沟其它,板楼,6,惠泽家园,101112247903,1室1厅, 190万,门头沟,精装,63.0,"30,012元/平",2011
东西,滨河西区,板塔结合,13,倚山嘉园,101112113512,2室1厅, 390万,门头沟,精装,109.0,"35,666元/平",2007
南北,大峪,板楼,21,惠民家园,101111873739,2室1厅, 245万,门头沟,精装,64.0,"38,026元/平",2012
南北,城子,板楼,6,城子西街1号院,101112449305,2室1厅, 299万,门头沟,精装,84.0,"35,596元/平",2004
南,滨河西区,板楼,6,门头沟月季园,101111613373,1室1厅, 188万,门头沟,其他,45.0,"41,667元/平",1990
南北,大峪,板楼,6,大峪南路,101112594917,2室1厅, 225万,门头沟,简装,66.0,"33,633元/平",1985
南北,滨河西区,板楼,5,双峪路小区,101112200322,3室1厅, 239万,门头沟,简装,61.0,"38,970元/平",1980
南,滨河西区,板楼,6,新桥南大街,101111773034,1室1厅, 165万,门头沟,简装,42.0,"38,916元/平",1988
南北,大峪,板楼,6,桃园小区,101108446935,2室1厅, 238万,门头沟,简装,87.0,"27,275元/平",2000
南北,滨河西区,板楼,14,倚山嘉园,101112860366,2室1厅, 385万,门头沟,精装,105.0,"36,369元/平",2005
南北,门头沟其它,板楼,6,惠泽家园,101111545434,2室1厅, 205万,门头沟,精装,72.0,"28,421元/平",2010
南北,门头沟其它,板楼,6,惠泽家园,101110757611,2室1厅, 280万,门头沟,精装,85.0,"32,570元/平",2010
南北,大峪,板楼,20,惠民家园,101112599844,2室1厅, 246万,门头沟,精装,62.0,"39,260元/平",2012
南北,大峪,板楼,20,惠民家园,101111565004,2室1厅, 248万,门头沟,简装,64.0,"38,391元/平",2012
南北,城子,板楼,6,滨河路87号院,101112752862,2室1厅, 150万,门头沟,简装,77.0,"19,355元/平",1994
南北,城子,板楼,6,滨河路87号院,101112666088,2室1厅, 320万,门头沟,简装,87.0,"36,656元/平",1994
南北,大峪,板楼,6,峪园小区,101111917826,2室1厅, 228万,门头沟,简装,61.0,"37,292元/平",1995
南,滨河西区,板楼,6,门头沟月季园,101111383878,1室1厅, 179万,门头沟,简装,45.0,"39,203元/平",1990
南北,城子,板楼,6,三家店西宁路,101112175805,2室1厅, 160万,门头沟,简装,58.0,"27,235元/平",1992
南北,冯村,板楼,28,润景公馆,101112387620,2室1厅, 346万,门头沟,精装,88.0,"38,916元/平",2011
南北,城子,板楼,6,七棵树东大街120号院,101112382621,2室1厅, 253万,门头沟,简装,84.0,"29,980元/平",2002
南北,大峪,板楼,6,黑山东街,101112973063,2室1厅, 205万,门头沟,简装,50.0,"40,740元/平",1980
南北,城子,板楼,6,绿岛家园,101113203793,2室1厅, 315万,门头沟,简装,95.0,"33,044元/平",2003
南北,大峪,板楼,6,大峪南路,101112061900,2室1厅, 193万,门头沟,简装,54.0,"35,187元/平",1980
南北,冯村,板楼,6,冯村信园小区,101112975162,2室1厅, 255万,门头沟,精装,72.0,"35,402元/平",1997
东南,城子,塔楼,12,绿岛家园,101112239507,2室1厅, 350万,门头沟,精装,89.0,"39,287元/平",2011
南,门头沟其它,板楼,17,惠通新苑,101112276200,2室1厅, 172万,门头沟,简装,76.0,"22,505元/平",2015
西,大峪,塔楼,24,新桥家园,101112904257,1室1厅, 260万,门头沟,精装,84.0,"30,596元/平",2003
东南北,城子,塔楼,6,向阳东里,101112972251,2室1厅, 163万,门头沟,精装,57.0,"28,457元/平",1998
南,大峪,板楼,11,惠民家园,101113044103,1室1厅, 199万,门头沟,简装,50.0,"39,274元/平",2010
南北,城子,板楼,7,阁外山水,101113024541,2室1厅, 348万,门头沟,简装,99.0,"35,113元/平",2004
南北,门头沟其它,板楼,14,惠通新苑,101113106666,2室1厅, 185万,门头沟,精装,79.0,"23,338元/平",2014
南北,门头沟其它,板楼,6,中门花园良实家园,101110411598,2室1厅, 248万,门头沟,精装,100.0,"24,800元/平",2000
南北,城子,板楼,5,新桥大街26号院,101112071145,2室1厅, 190万,门头沟,简装,69.0,"27,299元/平",1990
南北,城子,板楼,6,新桥大街52号院,101112982687,2室1厅, 193万,门头沟,其他,60.0,"31,822元/平",1985
南,城子,板楼,6,向阳楼,101110611573,2室1厅, 210万,门头沟,简装,50.0,"41,883元/平",1980
南北,滨河西区,板楼,6,新桥南大街,101112857425,2室1厅, 189万,门头沟,简装,61.0,"30,519元/平",1988
南,大峪,板楼,6,峪园小区,101111483493,2室1厅, 195万,门头沟,简装,60.0,"32,446元/平",1988
南北,滨河西区,板楼,6,滨河路3号,101112225995,2室1厅, 175万,门头沟,毛坯,67.0,"26,104元/平",1994
东南西,滨河西区,板楼,16,皓月园,101110752100,2室1厅, 369万,门头沟,简装,89.0,"41,046元/平",2005
南,滨河西区,板楼,6,永兴小区,101112372945,2室1厅, 268万,门头沟,简装,78.0,"33,937元/平",1996
南,大峪,板楼,6,峪园小区,101112856225,2室1厅, 229万,门头沟,简装,80.0,"28,451元/平",1994
南北,冯村,板楼,28,润景公馆,101112372709,2室1厅, 321万,门头沟,简装,84.0,"38,083元/平",2012
南北,冯村,板楼,6,冯村信园小区,101112318281,2室1厅, 295万,门头沟,简装,79.0,"36,986元/平",1997
南北,滨河西区,板楼,6,承泽苑,101112013184,2室1厅, 290万,门头沟,简装,80.0,"36,210元/平",2000
南北,滨河西区,板楼,6,德露苑,101112081857,2室1厅, 320万,门头沟,简装,90.0,"35,422元/平",1999
南北,冯村,板楼,6,冯村信园小区,101112982912,2室1厅, 295万,门头沟,简装,79.0,"36,986元/平",1997
南北,大峪,板楼,6,新桥路小区,101110998587,2室1厅, 172万,门头沟,简装,49.0,"34,483元/平",1992
南,大峪,塔楼,24,新桥家园,101109579090,2室1厅, 335万,门头沟,简装,95.0,"34,995元/平",2003
南北,城子,板楼,6,三家店华北路,101110265953,2室1厅, 210万,门头沟,简装,70.0,"29,898元/平",2000
南北,滨河西区,板楼,18,临镜苑,101110582486,2室1厅, 420万,门头沟,简装,91.0,"46,058元/平",2008
南北,城子,板楼,6,向阳东里,101111025757,2室1厅, 195万,门头沟,精装,61.0,"31,472元/平",1997
南北,城子,板楼,6,桥东街小区,101111996180,3室1厅, 169万,门头沟,简装,54.0,"31,262元/平",1982
南北,城子,板楼,5,剧场东街,101112872241,2室1厅, 179万,门头沟,简装,63.0,"28,031元/平",1977
南,大峪,板楼,9,惠民家园,101112348029,1室1厅, 200万,门头沟,简装,55.0,"35,734元/平",2010
南,城子,板楼,6,向东楼小区,101112961773,2室1厅, 208万,门头沟,精装,55.0,"37,695元/平",1985
南,大峪,板楼,20,金泰丽湾悦栖山,101112803051,1室1厅, 328万,门头沟,精装,75.0,"43,461元/平",2016
东南,城子,塔楼,6,向阳东里,101112159734,2室1厅, 181万,门头沟,简装,57.0,"31,451元/平",1998
东西,门头沟其它,板楼,6,门矿西山楼,101113080892,2室1厅, 152万,门头沟,简装,54.0,"27,839元/平",1990
东北,滨河西区,板楼,18,临镜苑,101112276120,2室1厅, 322万,门头沟,简装,75.0,"42,763元/平",2008
南北,门头沟其它,板楼,18,惠通新苑,101111858605,2室1厅, 182万,门头沟,简装,77.0,"23,597元/平",2015
南北,城子,板楼,6,三家店西宁路,101112696669,2室1厅, 155万,门头沟,简装,51.0,"29,946元/平",1987
南北,滨河西区,板楼,6,新桥南大街,101111926939,2室1厅, 209万,门头沟,简装,64.0,"32,373元/平",1987
南北,大峪,板楼,20,惠民家园,101112318248,2室1厅, 252万,门头沟,精装,60.0,"41,578元/平",2012
东西,大峪,板楼,9,惠民家园,101111637173,2室1厅, 290万,门头沟,简装,92.0,"31,376元/平",2010
南,大峪,板楼,20,惠民家园,101112048037,2室1厅, 220万,门头沟,简装,61.0,"35,854元/平",2012
东南北,滨河西区,板楼,6,永兴小区,101112494231,2室1厅, 295万,门头沟,精装,75.0,"39,188元/平",1996
南北,滨河西区,板楼,6,霁月园,101112879672,2室1厅, 375万,门头沟,精装,94.0,"39,831元/平",2006
南北,门头沟其它,板楼,6,三家店北街4号院,101112788585,2室1厅, 220万,门头沟,简装,86.0,"25,314元/平",2002
南北,大峪,板楼,6,新桥大街39号院,101112912972,2室1厅, 229万,门头沟,简装,64.0,"35,704元/平",1995
东北,门头沟其它,板楼,6,南街铁路小区,101112623510,2室1厅, 145万,门头沟,简装,50.0,"28,879元/平",1993
南北,城子,板楼,6,绿岛家园,101111842547,2室2厅, 379万,门头沟,精装,96.0,"39,101元/平",2004
南,冯村,板塔结合,11,丽景长安,101110345815,2室1厅, 379万,门头沟,精装,82.0,"46,080元/平",2012
南北,大峪,板楼,6,永新小区,101111801141,2室1厅, 245万,门头沟,简装,57.0,"42,833元/平",1993
南北,冯村,板楼,6,冯村嘉园二区,101112083561,2室1厅, 308万,门头沟,简装,93.0,"32,914元/平",2002
南,门头沟其它,板楼,18,惠通新苑,101112064989,2室1厅, 175万,门头沟,精装,74.0,"23,365元/平",2015
南北,门头沟其它,板楼,6,南街铁路小区,101112856909,2室1厅, 165万,门头沟,简装,42.0,"38,916元/平",1993
南,门头沟其它,板楼,18,惠通新苑,101112897122,2室1厅, 170万,门头沟,简装,74.0,"22,884元/平",2014
南,冯村,板塔结合,26,丽景长安,101111096527,2室1厅, 385万,门头沟,精装,88.0,"43,342元/平",2014
南北,城子,板楼,6,阁外山水,101111141868,2室1厅, 285万,门头沟,精装,88.0,"32,073元/平",2003
南,大峪,板楼,21,惠民家园,101112678755,2室1厅, 204万,门头沟,简装,63.0,"32,253元/平",2012
南,滨河西区,板楼,6,葡东小区,101111688729,1室1厅, 220万,门头沟,简装,56.0,"38,651元/平",2000
南,城子,板楼,5,三家店新建路,101112747304,2室1厅, 155万,门头沟,其他,50.0,"30,718元/平",1979
南北,城子,板楼,6,三家店西宁路,101112759253,1室1厅, 155万,门头沟,精装,41.0,"36,914元/平",1992
南,上岸地铁,板楼,24,梧桐苑知秋园,101113019963,2室1厅, 368万,门头沟,精装,83.0,"44,020元/平",2013
南北,滨河西区,板楼,6,石龙北路20号院,101112975887,2室1厅, 215万,门头沟,简装,73.0,"29,376元/平",1998
南北,滨河西区,板楼,6,石龙北路20号院,101112988100,2室1厅, 220万,门头沟,简装,71.0,"30,882元/平",1995
南北,大峪,板楼,6,峪园小区,101112029902,2室1厅, 196万,门头沟,简装,63.0,"30,867元/平",1985
东西,滨河西区,板楼,6,葡东南区,101111977765,2室1厅, 279万,门头沟,简装,85.0,"32,789元/平",2004
南北,城子,板楼,6,三家店西宁路,101112839842,2室1厅, 159万,门头沟,简装,59.0,"26,710元/平",1989
南北,门头沟其它,板楼,6,惠泽家园,101112857378,2室1厅, 232万,门头沟,简装,89.0,"26,047元/平",2012
南北,门头沟其它,板楼,6,惠泽家园,101113062811,2室1厅, 258万,门头沟,精装,69.0,"37,225元/平",2011
南,上岸地铁,板楼,22,梧桐苑知秋园,101112970158,2室1厅, 362万,门头沟,精装,85.0,"42,589元/平",2013
南北,城子,板楼,6,三家店新建路,101113114385,2室1厅, 180万,门头沟,其他,61.0,"29,113元/平",1998
南北,城子,板楼,6,桥东街小区,101112863408,2室1厅, 165万,门头沟,简装,56.0,"29,158元/平",1982
南北,大峪,板楼,6,大峪南路,101111900617,2室1厅, 198万,门头沟,简装,59.0,"33,295元/平",1994
南北,门头沟其它,板楼,6,惠泽家园,101111853575,2室1厅, 227万,门头沟,精装,68.0,"33,076元/平",2011
南北,城子,板楼,6,矿桥东街,101112392072,2室1厅, 160万,门头沟,简装,57.0,"27,904元/平",1986
