Direction,District,Elevator,Floor,Garden,Id,Layout,Price,Region,Renovation,Size,UnitPrice,Year
南,常营,板塔结合,22,柏林爱乐二期,101112821518,2室1厅, 559万,朝阳,精装,100.0,"55,528元/平",2005
东西,安贞,板楼,6,安华里社区,101112663981,2室1厅, 483万,朝阳,精装,60.0,"80,393元/平",1990
东西,常营,板楼,11,柏林爱乐三期,101113094889,2室1厅, 445万,朝阳,精装,71.0,"62,117元/平",2007
南北,劲松,板楼,6,垂杨柳北里,101113101678,2室1厅, 352万,朝阳,简装,53.0,"65,648元/平",1981
南北,朝青,板塔结合,17,珠江罗马嘉园西区,101112645418,2室1厅, 880万,朝阳,精装,112.0,"78,216元/平",2006
东南西北,定福庄,塔楼,21,定福家园2号院,101112985138,3室2厅, 608万,朝阳,精装,119.0,"50,943元/平",2006
南,常营,板塔结合,26,北京新天地四期,101112996058,2室2厅, 612万,朝阳,精装,101.0,"60,154元/平",2009
南,劲松,塔楼,16,农光南里,101113407218,2室1厅, 370万,朝阳,简装,62.0,"59,333元/平",1988
南北,亚运村小营,板楼,18,光大名筑,101112930607,3室2厅, 1299万,朝阳,简装,132.0,"97,714元/平",2004
南北,定福庄,板楼,6,美然动力A3区,101113215165,3室1厅, 578万,朝阳,精装,113.0,"50,903元/平",2002
南北,常营,板楼,27,北辰福第一号院,101112158272,2室1厅, 449万,朝阳,精装,86.0,"52,095元/平",2010
东南,太阳宫,板塔结合,18,和泰园,101112682086,2室1厅, 890万,朝阳,精装,99.0,"89,899元/平",2002
南西北,潘家园,塔楼,19,松榆里,101112954865,2室1厅, 429万,朝阳,简装,75.0,"57,124元/平",1991
南东北,望京,塔楼,18,花家地北里,101112538157,3室1厅, 540万,朝阳,精装,69.0,"77,531元/平",1994
西南,亚运村小营,板塔结合,23,凯旋城,101113217382,3室1厅, 1345万,朝阳,精装,142.0,"94,096元/平",2004
南北,潘家园,板楼,7,华威北里,101112806333,3室1厅, 575万,朝阳,精装,99.0,"57,541元/平",1999
南,劲松,板楼,6,劲松三区,101113120960,2室1厅, 335万,朝阳,精装,54.0,"61,121元/平",1981
南,芍药居,塔楼,18,芍药居甲2号院,101112080348,2室1厅, 610万,朝阳,精装,69.0,"87,707元/平",1996
南北,国展,板楼,6,静安里,101112285664,2室1厅, 388万,朝阳,精装,57.0,"67,987元/平",1983
南北,望京,塔楼,24,利泽西园,101112454086,3室1厅, 765万,朝阳,精装,106.0,"72,041元/平",2002
南北,健翔桥,板楼,6,华严北里9号院,101112406110,3室1厅, 623万,朝阳,精装,73.0,"84,224元/平",1986
南北,朝青,塔楼,28,国美第一城3号院,101112232536,2室1厅, 620万,朝阳,精装,98.0,"63,176元/平",2007
西,朝青,塔楼,31,朝阳园,101112345992,2室2厅, 690万,朝阳,精装,110.0,"62,523元/平",2003
西,北苑,板楼,19,华发颐园,101112221266,1室0厅, 315万,朝阳,精装,59.0,"52,835元/平",2007
东,北苑,板楼,19,华发颐园,101112797189,1室0厅, 330万,朝阳,精装,59.0,"55,351元/平",2008
南,定福庄,板楼,6,妇联小区,101112790533,1室1厅, 238万,朝阳,精装,40.0,"58,205元/平",1993
南,甜水园,板楼,6,甜水园街,101112801933,1室1厅, 260万,朝阳,简装,41.0,"63,307元/平",1982
南北,潘家园,板楼,6,潘家园小区,101113155713,2室1厅, 305万,朝阳,简装,60.0,"50,372元/平",1981
南北,酒仙桥,板楼,6,酒仙桥村,101112844275,2室1厅, 338万,朝阳,简装,65.0,"51,580元/平",1997
南北,亚运村,板楼,6,安慧北里逸园,101113115514,3室1厅, 770万,朝阳,精装,90.0,"84,914元/平",1994
南西,劲松,塔楼,18,农光东里,101113407282,2室1厅, 505万,朝阳,简装,72.0,"69,464元/平",1994
南,望京,板楼,28,东湖湾一期,101113126638,2室1厅, 1345万,朝阳,精装,114.0,"117,406元/平",2007
西南,惠新西街,塔楼,20,惠新西里二区,101113162017,3室1厅, 620万,朝阳,精装,72.0,"85,754元/平",1991
东南北,定福庄,板塔结合,11,金福家园,101113214433,3室2厅, 498万,朝阳,精装,108.0,"45,722元/平",2000
南北,双井,板塔结合,21,苹果社区南区,101113033002,2室1厅, 888万,朝阳,精装,97.0,"91,199元/平",2005
东南,潘家园,塔楼,18,松榆里,101112807319,2室1厅, 365万,朝阳,简装,65.0,"55,768元/平",1992
东南,双桥,板塔结合,15,远洋一方新悦二期,101112777486,3室1厅, 492万,朝阳,精装,88.0,"55,688元/平",2012
南,大望路,塔楼,26,珠江帝景,101110419131,2室1厅, 1099万,朝阳,精装,125.0,"87,389元/平",2006
南北,望京,板楼,6,望京路3号院,101112631310,2室1厅, 375万,朝阳,简装,58.0,"63,743元/平",1985
南,奥林匹克公园,板楼,27,林奥嘉园,101113379962,2室1厅, 835万,朝阳,精装,119.0,"69,747元/平",2017
南,望京,板楼,18,臻园,101113399098,2室1厅, 970万,朝阳,精装,85.0,"113,837元/平",2014
北南,北苑,板楼,17,美立方,101112122459,2室2厅, 580万,朝阳,精装,87.0,"66,453元/平",2011
东南,潘家园,塔楼,19,华威北里,101113174937,2室1厅, 459万,朝阳,简装,61.0,"74,176元/平",1993
南北,劲松,板塔结合,6,武圣东里,101113169840,2室1厅, 340万,朝阳,精装,61.0,"55,456元/平",1983
南北,高碑店,板楼,6,南太平庄北巷,101112727480,3室1厅, 475万,朝阳,精装,93.0,"50,754元/平",2003
南,劲松,塔楼,22,紫东苑,101113039423,2室2厅, 659万,朝阳,精装,104.0,"63,299元/平",2003
东南,双井,板塔结合,14,广渠路,101113068184,2室1厅, 399万,朝阳,简装,65.0,"60,492元/平",1984
西南,朝青,塔楼,27,国美第一城2号院,101113054351,2室1厅, 658万,朝阳,精装,96.0,"68,011元/平",2006
南北,双桥,板楼,5,远洋一方溪语苑,101113005313,3室1厅, 540万,朝阳,精装,87.0,"61,476元/平",2012
南,红庙,塔楼,16,金台北街,101113081084,2室1厅, 445万,朝阳,简装,65.0,"67,795元/平",1991
东南,朝阳公园,板楼,26,观湖国际,101112597704,3室1厅, 1445万,朝阳,精装,155.0,"92,777元/平",2006
南北,定福庄,板楼,6,美然动力A3区,101112247864,2室1厅, 478万,朝阳,精装,89.0,"53,534元/平",2002
南北,豆各庄,板楼,13,富力又一城A区,101112018922,3室2厅, 826万,朝阳,精装,164.0,"50,164元/平",2007
南北,东坝,板楼,9,首开常青藤三期,101113127798,3室1厅, 708万,朝阳,精装,93.0,"75,529元/平",2012
南北,朝阳门外,板塔结合,17,蓝筹名座,101112773608,2室1厅, 965万,朝阳,精装,100.0,"96,106元/平",2003
南北,十里河,板楼,6,吕营嘉园A区,101112856797,2室1厅, 419万,朝阳,精装,88.0,"47,609元/平",2003
南北,百子湾,板楼,6,水磨厂宿舍,101112437323,2室1厅, 308万,朝阳,精装,70.0,"43,620元/平",1980
东南,朝阳门外,塔楼,18,三丰里小区,101113144117,2室1厅, 610万,朝阳,简装,63.0,"96,291元/平",1995
南北,安贞,板楼,4,小黄庄,101112275246,2室1厅, 325万,朝阳,简装,40.0,"80,586元/平",1976
东,百子湾,塔楼,23,金海国际南区,101112973147,2室1厅, 630万,朝阳,简装,108.0,"57,804元/平",2005
南西南西,十里堡,板塔结合,20,新华联丽景,101113067394,3室2厅, 1150万,朝阳,精装,155.0,"74,022元/平",2008
南西,南沙滩,塔楼,18,北沙滩7号院,101113052867,2室1厅, 545万,朝阳,精装,68.0,"79,866元/平",1998
东,CBD,塔楼,16,和乔丽致公寓,101113156119,2室1厅, 670万,朝阳,精装,81.0,"82,676元/平",2004
南,东坝,板塔结合,21,福润四季A区,101113138846,2室1厅, 402万,朝阳,精装,75.0,"53,593元/平",2014
南北,管庄,板楼,6,瑞祥里,101110572686,2室1厅, 380万,朝阳,精装,80.0,"47,341元/平",2008
东,常营,板塔结合,11,柏林爱乐二期,101112103931,2室1厅, 405万,朝阳,精装,66.0,"60,894元/平",2004
东西,CBD,塔楼,31,SOHO现代城,101113084134,3室1厅, 683万,朝阳,精装,139.0,"48,828元/平",2001
东南,CBD,塔楼,41,SOHO现代城,101112463824,3室2厅, 1009万,朝阳,精装,260.0,"38,743元/平",2003
西南,望京,塔楼,24,世安家园,101112891134,2室1厅, 631万,朝阳,精装,88.0,"71,689元/平",2001
西北,管庄,板楼,6,管庄西里,101111987265,2室1厅, 282万,朝阳,简装,53.0,"52,436元/平",1996
南北,和平里,板楼,5,和平街十区,101112835227,2室1厅, 515万,朝阳,精装,58.0,"88,005元/平",1965
南,劲松,板楼,6,农光里,101113217580,1室1厅, 299万,朝阳,简装,48.0,"61,523元/平",1993
东北,常营,板楼,28,金隅丽景园,101112752571,2室1厅, 320万,朝阳,精装,69.0,"46,150元/平",2010
南北,常营,板塔结合,7,柏林爱乐二期,101112564322,2室2厅, 619万,朝阳,精装,94.0,"65,559元/平",2004
南北,豆各庄,板楼,9,万科青青家园,101112917149,3室2厅, 620万,朝阳,简装,138.0,"44,611元/平",2005
东南,望京,板楼,23,澳洲康都,101113141775,3室2厅, 1030万,朝阳,精装,125.0,"82,079元/平",2005
西南,大望路,塔楼,28,易构空间,101112932522,2室1厅, 510万,朝阳,精装,68.0,"74,301元/平",2004
南,芍药居,塔楼,20,芍药居甲2号院,101112821119,3室2厅, 1080万,朝阳,精装,122.0,"88,387元/平",1998
东南,劲松,塔楼,24,农光里,101113160455,2室1厅, 398万,朝阳,精装,62.0,"63,875元/平",1997
南北,双井,板楼,14,九龙花园,101113094927,2室1厅, 670万,朝阳,精装,96.0,"69,323元/平",1998
南北,惠新西街,板楼,6,小关北里,101112108232,2室1厅, 645万,朝阳,简装,74.0,"86,928元/平",1997
东南,红庙,塔楼,18,慈云寺,101112765499,2室1厅, 450万,朝阳,简装,75.0,"59,857元/平",1995
南,管庄,板塔结合,6,烟厂宿舍,101112198947,1室1厅, 242万,朝阳,精装,41.0,"58,398元/平",1994
东南,甜水园,板楼,12,甜水园北里,101113005836,3室1厅, 576万,朝阳,简装,88.0,"65,019元/平",1995
东,CBD,塔楼,31,SOHO现代城,101112724547,3室1厅, 619万,朝阳,精装,142.0,"43,333元/平",2001
南北,东坝,板塔结合,6,朝阳新城一区,101111650638,2室2厅, 523万,朝阳,精装,115.0,"45,204元/平",2004
南北,酒仙桥,板楼,8,卡布其诺,101113053668,2室1厅, 670万,朝阳,精装,81.0,"81,738元/平",2005
东北,劲松,板楼,6,武圣东里,101112726909,2室1厅, 303万,朝阳,精装,54.0,"55,905元/平",1985
南北,东坝,板塔结合,20,东泽园,101113108308,2室1厅, 390万,朝阳,精装,73.0,"53,374元/平",2012
南北,石佛营,板楼,9,炫特嘉园二期,101111074674,3室1厅, 790万,朝阳,精装,123.0,"64,056元/平",2004
南,潘家园,板楼,12,嘉多丽园,101113038177,2室1厅, 710万,朝阳,精装,106.0,"66,467元/平",2005
南北,潘家园,板楼,6,松榆西里,101113058396,2室1厅, 305万,朝阳,简装,50.0,"60,397元/平",1995
东,常营,板楼,11,柏林爱乐三期,101113114611,1室1厅, 415万,朝阳,精装,67.0,"61,821元/平",2007
南北,建国门外,板塔结合,12,美华世纪,101112717336,2室2厅, 610万,朝阳,精装,82.0,"74,282元/平",2004
东南,北苑,板楼,28,筑华年,101113159185,3室1厅, 700万,朝阳,简装,90.0,"76,932元/平",2012
南北,朝青,塔楼,28,国美第一城3号院,101113156594,2室1厅, 658万,朝阳,精装,97.0,"67,294元/平",2007
南,惠新西街,塔楼,19,罗马花园,101113150478,2室1厅, 920万,朝阳,简装,144.0,"63,752元/平",1995
东西,酒仙桥,板楼,6,卡布其诺,101112526919,3室2厅, 850万,朝阳,精装,111.0,"76,138元/平",2005
东南,潘家园,塔楼,25,弘善家园,101112178912,2室1厅, 389万,朝阳,简装,80.0,"48,390元/平",2012
南北,劲松,板楼,6,广和南里二条,101112900425,2室1厅, 448万,朝阳,简装,69.0,"64,405元/平",1989
西南,定福庄,塔楼,18,花园闸小区,101112649178,3室1厅, 435万,朝阳,精装,85.0,"50,688元/平",2000
南北西,四惠,板楼,28,凯德锦绣,101112967218,2室2厅, 948万,朝阳,精装,89.0,"106,410元/平",2013
南,高碑店,板塔结合,29,金隅泰和园,101113411519,2室1厅, 475万,朝阳,精装,78.0,"60,525元/平",2013
南北,甘露园,板楼,6,白领家园,101112979220,2室2厅, 799万,朝阳,精装,110.0,"72,361元/平",2005
南北,管庄,板楼,6,管庄西里,101111427555,2室1厅, 308万,朝阳,简装,66.0,"46,247元/平",1997
南,双桥,板楼,29,北花园小区3号院,101113514299,1室0厅, 247万,朝阳,精装,48.0,"50,626元/平",2012
西南,管庄,板塔结合,24,京通苑,101112902925,2室1厅, 389万,朝阳,精装,80.0,"48,613元/平",2000
南北,国展,板楼,6,柳芳北里,101113100110,2室1厅, 450万,朝阳,精装,57.0,"77,936元/平",1984
东南,百子湾,板楼,6,观音景园一期,101111664217,1室1厅, 310万,朝阳,精装,57.0,"53,932元/平",2003
西南,酒仙桥,塔楼,16,高家园二区,101113045003,2室1厅, 435万,朝阳,精装,64.0,"67,642元/平",1987
西南,朝阳公园,塔楼,17,东润枫景三期,101112833471,2室2厅, 777万,朝阳,精装,92.0,"84,420元/平",2003
东西,甜水园,板楼,6,甜水园东里,101113065778,2室1厅, 520万,朝阳,精装,63.0,"81,646元/平",2000
西,常营,塔楼,27,金隅丽景园,101113042363,2室1厅, 290万,朝阳,精装,67.0,"42,773元/平",2010
东南,朝青,塔楼,28,国美第一城3号院,101113217529,2室1厅, 629万,朝阳,精装,89.0,"70,374元/平",2007
南,双桥,板楼,18,远洋一方北润园,101113103739,2室1厅, 527万,朝阳,精装,86.0,"61,265元/平",2011
东西,惠新西街,板楼,12,小关北里,101112637302,3室1厅, 618万,朝阳,精装,78.0,"79,191元/平",1994
东南,四惠,塔楼,30,远洋天地二期,101112727588,2室2厅, 848万,朝阳,精装,116.0,"72,771元/平",2002
南北,潘家园,塔楼,20,潘家园小区,101113440167,2室2厅, 396万,朝阳,简装,59.0,"66,477元/平",1989
南,西坝河,板塔结合,18,国展新座,101113195480,2室1厅, 930万,朝阳,精装,103.0,"90,021元/平",2003
西,甘露园,塔楼,22,丽景馨居,101113209599,2室1厅, 530万,朝阳,简装,80.0,"65,831元/平",2001
东西,安贞,板塔结合,14,安贞西里,101112715473,2室1厅, 439万,朝阳,简装,52.0,"83,050元/平",1987
南北,四惠,板楼,16,东恒时代二期,101113176469,2室2厅, 898万,朝阳,精装,94.0,"95,441元/平",2006
南北,东坝,板楼,10,奥林匹克花园三期,101113048919,2室2厅, 728万,朝阳,精装,110.0,"65,770元/平",2008
南,东坝,板楼,12,富东嘉园,101112385549,2室1厅, 475万,朝阳,精装,85.0,"55,297元/平",2007
南,朝青,板塔结合,22,珠江罗马嘉园东区,101112465823,3室2厅, 1160万,朝阳,精装,164.0,"70,603元/平",2007
南北,北苑,板塔结合,26,华贸城,101112736928,4室2厅, 1698万,朝阳,精装,212.0,"80,087元/平",2012
西南,管庄,塔楼,24,京通苑,101111983349,1室1厅, 308万,朝阳,精装,65.0,"47,023元/平",2003
西南,四惠,塔楼,24,通惠家园,101112610380,2室1厅, 485万,朝阳,简装,80.0,"60,339元/平",2001
西南,高碑店,塔楼,24,兴隆家园,101113161654,2室1厅, 461万,朝阳,精装,74.0,"62,239元/平",2001
南北,芍药居,板楼,6,芍药居甲2号院,101112886423,3室1厅, 830万,朝阳,简装,97.0,"84,868元/平",1994
西北,潘家园,塔楼,12,潘家园小区,101112549719,3室1厅, 388万,朝阳,精装,70.0,"55,397元/平",1995
南北,垡头,板楼,18,翠成馨园C区,101110171607,3室1厅, 595万,朝阳,精装,128.0,"46,132元/平",2008
北南,望京,板楼,7,望京路3号院,101112352410,2室1厅, 450万,朝阳,精装,59.0,"75,277元/平",1993
南北,垡头,板楼,6,垡头北里,101112251404,3室1厅, 359万,朝阳,简装,76.0,"46,636元/平",1987
南,北苑,板楼,26,润泽公馆,101113072957,3室2厅, 1035万,朝阳,精装,111.0,"92,618元/平",2014
南,建国门外,板楼,5,灵通观,101112745588,2室1厅, 348万,朝阳,精装,44.0,"78,627元/平",1976
南,垡头,板楼,18,翠成馨园B区,101112243071,2室1厅, 473万,朝阳,精装,92.0,"50,894元/平",2006
南西北,垡头,塔楼,28,翠成馨园E区,101113204113,3室2厅, 415万,朝阳,简装,97.0,"42,771元/平",2012
东南,东坝,板楼,9,首开常青藤四期,101113126027,3室2厅, 695万,朝阳,精装,99.0,"69,626元/平",2013
东南,管庄,塔楼,24,京通苑,101112801637,2室1厅, 318万,朝阳,精装,67.0,"46,807元/平",1998
东南,定福庄,板塔结合,18,金福家园,101113033870,2室1厅, 388万,朝阳,精装,77.0,"50,325元/平",2000
南西,定福庄,塔楼,18,定福庄西街,101113132935,2室1厅, 328万,朝阳,简装,65.0,"49,924元/平",1999
东西,定福庄,板楼,6,定福庄西街,101112195385,2室1厅, 415万,朝阳,精装,83.0,"49,582元/平",2002
东南,农展馆,塔楼,21,农展南里,101112890035,4室1厅, 998万,朝阳,简装,114.0,"86,828元/平",2000
南北,双桥,板楼,18,金隅康惠园3号院,101110862867,3室1厅, 438万,朝阳,精装,102.0,"42,695元/平",2012
南,定福庄,板塔结合,12,定福家园1号院,101113159446,2室1厅, 435万,朝阳,精装,86.0,"50,231元/平",2011
南北,东坝,板楼,9,奥林匹克花园四期,101112450187,2室1厅, 645万,朝阳,精装,89.0,"72,205元/平",2009
南北,四惠,板楼,16,东恒时代二期,101111597037,2室2厅, 828万,朝阳,精装,94.0,"87,899元/平",2006
南,农展馆,塔楼,18,麦子店街,101112812848,2室1厅, 525万,朝阳,精装,62.0,"84,433元/平",1991
南北,垡头,板楼,22,双合家园,101113052554,2室2厅, 389万,朝阳,精装,89.0,"43,314元/平",2013
南,北工大,板楼,6,潘道庙,101112687294,2室1厅, 399万,朝阳,精装,58.0,"68,746元/平",2007
西南,CBD,塔楼,27,万达广场公寓,101112096319,3室1厅, 860万,朝阳,精装,141.0,"60,920元/平",2005
南北,欢乐谷,板塔结合,21,世纪东方城,101113030511,3室2厅, 955万,朝阳,精装,141.0,"67,492元/平",2005
南北,石佛营,板楼,6,石佛营西里小区,101112914244,2室1厅, 408万,朝阳,精装,64.0,"63,601元/平",1994
东南,朝阳门外,塔楼,16,市场街,101113030398,3室1厅, 633万,朝阳,简装,70.0,"89,699元/平",1992
南,高碑店,板塔结合,24,富华家园,101112712677,2室1厅, 486万,朝阳,精装,77.0,"62,428元/平",2000
南,双井,塔楼,18,广馨居,101113065336,2室2厅, 850万,朝阳,精装,107.0,"79,114元/平",2000
西南,常营,板塔结合,28,北京新天地三期,101112801611,2室1厅, 529万,朝阳,精装,87.0,"60,423元/平",2009
南北,望京,板塔结合,30,蓝色家园,101111874154,3室1厅, 978万,朝阳,精装,149.0,"65,515元/平",2003
东西,健翔桥,板塔结合,11,华严北里9号院,101112630767,2室1厅, 645万,朝阳,简装,86.0,"74,826元/平",1993
西,望京,板塔结合,27,朝庭公寓,101113088941,2室1厅, 915万,朝阳,精装,112.0,"81,646元/平",2008
南北,定福庄,板楼,6,定福景园,101110571574,3室1厅, 472万,朝阳,精装,86.0,"54,403元/平",2006
南北,常营,板楼,10,优点社区,101112938665,3室2厅, 570万,朝阳,精装,107.0,"53,093元/平",2006
西北,大望路,板塔结合,16,风度柏林,101112609104,2室1厅, 849万,朝阳,精装,94.0,"89,454元/平",2004
东南北,朝阳其它,板楼,6,柏阳景园,101111027537,2室1厅, 435万,朝阳,精装,103.0,"42,103元/平",2005
南北,红庙,板楼,5,金台里,101113161975,2室1厅, 318万,朝阳,精装,43.0,"73,070元/平",1994
南,四惠,板楼,17,金地名京,101113094818,2室1厅, 770万,朝阳,精装,84.0,"91,276元/平",2009
西南,管庄,塔楼,18,京通苑,101112920855,3室1厅, 625万,朝阳,精装,138.0,"45,117元/平",2000
南东北,北苑,塔楼,25,北苑家园清友园,101113118972,3室1厅, 658万,朝阳,简装,137.0,"47,747元/平",2001
南西,国展,板楼,6,静安东里,101112235491,2室1厅, 405万,朝阳,精装,59.0,"67,806元/平",1990
南东西,安贞,板塔结合,14,安贞西里,101112436040,3室1厅, 679万,朝阳,精装,80.0,"84,139元/平",1987
东南北,劲松,塔楼,18,劲松南路,101112465808,3室1厅, 429万,朝阳,简装,81.0,"52,944元/平",1995
南北,豆各庄,板楼,14,富力又一城B区,101112536540,3室2厅, 710万,朝阳,精装,138.0,"51,183元/平",2007
南北,红庙,板楼,6,延静西里,101113415413,2室1厅, 360万,朝阳,精装,54.0,"66,201元/平",1988
东南,朝阳门外,塔楼,21,京华豪园,101113062601,3室1厅, 1350万,朝阳,精装,182.0,"74,152元/平",2000
西南,望京,塔楼,31,望京新城,101112855030,2室1厅, 695万,朝阳,精装,91.0,"75,733元/平",1997
南北,垡头,板楼,24,翠成馨园E区,101112997864,2室1厅, 460万,朝阳,精装,124.0,"37,041元/平",2010
南北,双桥,板塔结合,15,远洋一方润园2号院,101111768508,3室2厅, 675万,朝阳,精装,116.0,"57,698元/平",2011
南北,定福庄,板楼,6,金星小区,101112900361,2室1厅, 255万,朝阳,精装,57.0,"44,256元/平",1989
南,四惠,板楼,9,壹线国际,101112528369,2室1厅, 583万,朝阳,精装,84.0,"69,232元/平",2008
南,劲松,塔楼,24,农光里,101113079073,2室1厅, 450万,朝阳,简装,63.0,"70,766元/平",1998
南,东大桥,塔楼,30,旺座中心公寓,101112732660,2室2厅, 998万,朝阳,精装,190.0,"52,416元/平",2005
南,酒仙桥,板楼,22,丽都壹号,101113080091,2室1厅, 799万,朝阳,精装,88.0,"89,816元/平",2013
南北,工体,板楼,5,幸福二村,101112670915,2室1厅, 435万,朝阳,精装,49.0,"87,350元/平",1975
西北,西坝河,板塔结合,13,西坝河南里,101112469295,3室1厅, 508万,朝阳,精装,63.0,"79,762元/平",1996
西南,十里堡,塔楼,28,京棉新城,101112290192,2室1厅, 599万,朝阳,精装,98.0,"60,689元/平",2005
南北,朝阳其它,板楼,6,柏阳景园,101110195945,3室2厅, 499万,朝阳,精装,129.0,"38,668元/平",2005
南北,望京,板塔结合,27,朝庭公寓,101111643291,2室2厅, 920万,朝阳,精装,109.0,"83,751元/平",2008
东南,朝青,板塔结合,27,国美第一城2号院,101112958143,3室2厅, 720万,朝阳,精装,113.0,"63,286元/平",2006
南北,定福庄,板楼,6,三间房西里,101112963125,2室1厅, 298万,朝阳,精装,57.0,"51,980元/平",1992
南北,大望路,板楼,7,金港国际,101113104979,2室2厅, 1018万,朝阳,精装,115.0,"88,124元/平",2005
南,东坝,板楼,21,金隅悦和园,101113140174,2室1厅, 403万,朝阳,精装,78.0,"51,162元/平",2013
南,酒仙桥,塔楼,22,驼房营南里,101112926580,2室1厅, 450万,朝阳,简装,73.0,"61,594元/平",2000
南北,朝青,板塔结合,11,珠江罗马嘉园东区,101113062859,2室1厅, 769万,朝阳,精装,87.0,"87,476元/平",2008
南北,潘家园,板楼,6,劲松六区,101112983899,2室1厅, 348万,朝阳,简装,58.0,"59,559元/平",1982
南北,安贞,板楼,6,安贞里,101113161277,2室1厅, 489万,朝阳,简装,54.0,"90,205元/平",1984
南,双井,塔楼,28,富力城A区,101112721730,1室1厅, 765万,朝阳,精装,64.0,"117,711元/平",2004
东南北,惠新西街,板楼,6,胜古北里,101112001410,2室1厅, 575万,朝阳,精装,73.0,"77,829元/平",1994
南,双桥,塔楼,22,金隅康惠园3号院,101112474406,2室1厅, 359万,朝阳,简装,75.0,"47,620元/平",2010
南西,安贞,板塔结合,16,富仁名苑,101111892738,2室1厅, 638万,朝阳,简装,81.0,"77,891元/平",1997
西北,百子湾,塔楼,24,美利山,101112814064,1室1厅, 428万,朝阳,简装,80.0,"53,454元/平",2011
东北,南沙滩,板塔结合,14,名苑雅居,101112753641,1室1厅, 430万,朝阳,精装,49.0,"86,520元/平",2005
南北,安贞,板楼,6,安贞里,101112000510,3室1厅, 615万,朝阳,精装,69.0,"89,066元/平",1984
南,定福庄,板楼,6,美然动力A3区,101112628094,1室0厅, 283万,朝阳,简装,53.0,"52,917元/平",2002
西,大望路,塔楼,10,金港国际,101113134003,1室1厅, 510万,朝阳,精装,65.0,"77,614元/平",2003
东北,常营,板塔结合,28,北京新天地四期,101112403028,1室1厅, 398万,朝阳,精装,66.0,"59,671元/平",2009
南北,亚运村小营,板楼,6,安慧东里,101113185298,1室1厅, 360万,朝阳,简装,46.0,"76,760元/平",1991
西南,芍药居,板塔结合,20,芍药居北里,101113139844,2室1厅, 770万,朝阳,精装,92.0,"83,506元/平",2008
南北,亚运村小营,板楼,6,育慧里二区,101112155679,2室1厅, 536万,朝阳,精装,62.0,"85,774元/平",1991
东南,惠新西街,塔楼,14,惠新南里2号院,101112762716,2室1厅, 535万,朝阳,精装,65.0,"81,880元/平",1989
南,国展,板楼,6,柳芳南里,101113430688,2室1厅, 435万,朝阳,简装,58.0,"74,372元/平",1988
西南,石佛营,塔楼,24,炫特嘉园二期,101112935900,1室1厅, 379万,朝阳,精装,54.0,"69,657元/平",2004
南,甘露园,塔楼,21,朝阳无限,101112208243,1室1厅, 435万,朝阳,精装,68.0,"63,523元/平",2003
北,双井,塔楼,18,广馨居,101110514121,2室1厅, 500万,朝阳,简装,102.0,"48,681元/平",2000
南北,芍药居,板楼,6,芍药居14号院,101112386942,2室1厅, 499万,朝阳,精装,59.0,"83,669元/平",1991
西南,垡头,塔楼,28,翠成馨园E区,101112551518,2室1厅, 425万,朝阳,简装,82.0,"51,460元/平",2009
南,甘露园,板楼,6,甘露园南里,101112800483,1室1厅, 320万,朝阳,简装,57.0,"55,460元/平",2000
南,常营,板塔结合,11,万象新天四区,101112331021,2室1厅, 559万,朝阳,精装,93.0,"59,640元/平",2005
南,朝阳公园,板楼,16,东润枫景二期,101112010285,3室1厅, 860万,朝阳,精装,125.0,"68,773元/平",2002
东南东,酒仙桥,塔楼,24,梵谷水郡,101112916294,2室1厅, 489万,朝阳,精装,78.0,"62,381元/平",2005
东南,十里堡,板塔结合,21,都会华庭,101112357798,2室1厅, 566万,朝阳,精装,97.0,"57,909元/平",2001
西南,立水桥,板塔结合,25,奥北南区,101113119560,2室2厅, 280万,朝阳,其他,90.0,"30,844元/平",2008
南北,中央别墅区,板楼,7,泰禾北京院子,101112838405,3室2厅, 1200万,朝阳,精装,166.0,"72,138元/平",2015
南,东大桥,板楼,6,东大桥东里,101112098661,2室1厅, 410万,朝阳,精装,57.0,"71,918元/平",1988
南北,亚运村小营,板楼,6,育慧里二区,101113173923,2室1厅, 550万,朝阳,简装,62.0,"88,029元/平",1990
北,双井,塔楼,21,时代国际嘉园,101112380848,1室1厅, 550万,朝阳,精装,55.0,"99,855元/平",2006
东,四惠,板塔结合,9,壹线国际,101112820535,1室0厅, 265万,朝阳,精装,39.0,"67,055元/平",2008
南北,双桥,板塔结合,6,华美橡树岭,101112222188,2室1厅, 399万,朝阳,简装,87.0,"45,642元/平",2008
南北,望京,板楼,6,南湖东园二区,101113137285,2室1厅, 575万,朝阳,简装,62.0,"92,489元/平",1997
北,太阳宫,板塔结合,21,新纪家园,101113447950,1室1厅, 470万,朝阳,简装,49.0,"95,046元/平",2002
南,国展,塔楼,18,柳芳南里,101112727592,1室1厅, 325万,朝阳,精装,42.0,"76,833元/平",1990
南,大望路,板楼,18,东方雅苑,101112828287,1室0厅, 359万,朝阳,精装,42.0,"85,011元/平",2006
南,和平里,板楼,6,和平街十区,101111798063,2室1厅, 433万,朝阳,简装,61.0,"70,418元/平",1965
南北,朝阳其它,板楼,11,海棠公社,101112984743,1室1厅, 252万,朝阳,简装,58.0,"43,004元/平",2009
南北,和平里,板楼,6,和平街十二区,101112471789,2室1厅, 452万,朝阳,简装,59.0,"76,442元/平",1992
